Requested Rect. Yield,Date Completed,Work Center
87.7,6/24/2015,FINNSG3
87.9,6/24/2015,FINNSG2
91.5,6/24/2015,FINNSG1
67.67,6/24/2015,Amada Vipros 2 - Cell #1
69.3,6/24/2015,FINNSG5
87.6,6/24/2015,FINNSG3
69,6/24/2015,Amada Vipros 3 - Cell #2
79.74,6/24/2015,Amada Vipros 1 - Cell #1
88.1,6/24/2015,FINNSG5
78.6,6/24/2015,FINNSG2
88.5,6/24/2015,FINNSG1
87.9,6/24/2015,FINNSG3
87.8,6/24/2015,FINNSG5
88.4,6/24/2015,FINNSG4
92.1,6/24/2015,FINNSG3
87.8,6/24/2015,FINNSG2
86.1,6/24/2015,FINNSG1
73.12,6/24/2015,Amada Vipros 3 - Cell #2
73.12,6/24/2015,Amada Vipros 2 - Cell #1
90.3,6/24/2015,FINNSG3
90.4,6/24/2015,FINNSG4
90.3,6/24/2015,FINNSG5
88.8,6/24/2015,FINNSG2
100.24,6/24/2015,Salvagnini laser
88.6,6/24/2015,FINNSG1
84.1,6/24/2015,FINNSG3
92.4,6/24/2015,FINNSG5
84.1,6/24/2015,FINNSG2
90.6,6/24/2015,FINNSG4
84.8,6/24/2015,FINNSG3
76.35,6/24/2015,Amada Vipros 3 - Cell #2
93.1,6/24/2015,FINNSG5
86.6,6/24/2015,FINNSG1
48.54,6/24/2015,Amada FMS #2
78.3,6/24/2015,FINNSG3
90.6,6/24/2015,FINNSG4
79.24,6/24/2015,Amada Vipros 1 - Cell #1
67.27,6/24/2015,Amada Vipros 2 - Cell #1
84,6/24/2015,FINNSG2
79.4,6/24/2015,FINNSG1
90.7,6/24/2015,FINNSG5
89.4,6/24/2015,FINNSG4
86.94,6/24/2015,Salvagnini laser
82.2,6/24/2015,FINNSG1
92.2,6/24/2015,FINNSG5
91.4,6/24/2015,FINNSG3
91.8,6/24/2015,FINNSG1
85.1,6/24/2015,FINNSG2
89.4,6/24/2015,FINNSG5
86.22,6/24/2015,Amada Vipros 3 - Cell #2
74.29,6/24/2015,Amada FMS #2
89.9,6/24/2015,FINNSG3
63.1,6/24/2015,FINNSG2
79.15,6/24/2015,Amada Vipros 1 - Cell #1
87.8,6/24/2015,FINNSG2
68.9,6/24/2015,Amada FMS #1
93.8,6/24/2015,FINNSG5
82.9,6/24/2015,FINNSG4
87.8,6/25/2015,FINNSG1
85.4,6/25/2015,FINNSG2
92.8,6/25/2015,FINNSG5
92.2,6/25/2015,FINNSG1
90.8,6/25/2015,FINNSG3
66.35,6/25/2015,Amada Vipros 3 - Cell #2
89.2,6/25/2015,FINNSG2
76.62,6/25/2015,Salvagnini laser
3.09,6/25/2015,Salvagnini laser
92.3,6/25/2015,FINNSG5
88.8,6/25/2015,FINNSG4
91.3,6/25/2015,FINNSG5
92.4,6/25/2015,FINNSG3
78.91,6/25/2015,Amada FMS #1
76.9,6/25/2015,FINNSG2
89.3,6/25/2015,FINNSG5
93.5,6/25/2015,FINNSG3
75.1,6/25/2015,FINNSG2
87.8,6/25/2015,FINNSG4
78.7,6/25/2015,FINNSG2
84.3,6/25/2015,FINNSG1
77.11,6/25/2015,Amada Vipros 3 - Cell #2
73.18,6/25/2015,Amada FMS #2
74.85,6/25/2015,Amada Vipros 1 - Cell #1
93.1,6/25/2015,FINNSG3
87.7,6/25/2015,FINNSG4
91.5,6/25/2015,FINNSG5
86.5,6/25/2015,FINNSG3
88.7,6/25/2015,FINNSG4
32.36,6/25/2015,Amada FMS #2
76.08,6/25/2015,Amada Vipros 3 - Cell #2
89.3,6/25/2015,Salvagnini laser
89.5,6/25/2015,FINNSG5
85.21,6/25/2015,Salvagnini laser
6.55,6/25/2015,Salvagnini laser
88.3,6/25/2015,FINNSG5
76.04,6/25/2015,Amada FMS #1
86.4,6/25/2015,FINNSG4
91.4,6/25/2015,FINNSG3
88.9,6/25/2015,FINNSG5
82.5,6/25/2015,FINNSG2
89.7,6/25/2015,FINNSG1
90.8,6/25/2015,FINNSG5
72.07,6/25/2015,Amada Vipros 1 - Cell #1
85.9,6/25/2015,FINNSG2
88.8,6/25/2015,FINNSG5
81.4,6/25/2015,Amada FMS #1
87.8,6/25/2015,FINNSG5
88.8,6/25/2015,FINNSG1
81.35,6/25/2015,Amada FMS #1
88.5,6/25/2015,FINNSG2
91.3,6/25/2015,FINNSG5
88.1,6/25/2015,FINNSG4
86.9,6/25/2015,FINNSG1
89.6,6/25/2015,FINNSG3
73.98,6/25/2015,Amada Vipros 3 - Cell #2
88.3,6/25/2015,FINNSG1
84.41,6/25/2015,Amada Vipros 1 - Cell #1
74.34,6/25/2015,Amada FMS #2
97.22,6/25/2015,Salvagnini laser
87.6,6/25/2015,FINNSG3
86.3,6/25/2015,FINNSG4
81.4,6/25/2015,Amada FMS #1
91.5,6/25/2015,FINNSG5
83,6/25/2015,FINNSG1
90.2,6/25/2015,FINNSG5
87.9,6/25/2015,FINNSG2
89,6/25/2015,FINNSG4
89.5,6/25/2015,FINNSG1
91.7,6/25/2015,FINNSG3
76.33,6/25/2015,Amada FMS #1
89.6,6/25/2015,FINNSG5
74.3,6/25/2015,FINNSG2
75.34,6/25/2015,Amada FMS #2
71.81,6/25/2015,Salvagnini laser
77.9,6/25/2015,FINNSG1
55.85,6/25/2015,Amada Vipros 1 - Cell #1
72.61,6/25/2015,Salvagnini laser
90.1,6/25/2015,FINNSG5
83.8,6/25/2015,FINNSG4
74.1,6/25/2015,FINNSG2
92.1,6/25/2015,FINNSG3
90.1,6/25/2015,FINNSG5
70.29,6/25/2015,Amada Vipros 1 - Cell #1
73.29,6/25/2015,Amada FMS #2
73.28,6/25/2015,Amada FMS #1
90.9,6/25/2015,FINNSG2
69.95,6/25/2015,Amada Vipros 3 - Cell #2
83.5,6/25/2015,FINNSG5
87.4,6/25/2015,FINNSG2
86.3,6/25/2015,FINNSG1
88.2,6/25/2015,FINNSG4
79.6,6/25/2015,Salvagnini laser
82.23,6/25/2015,Amada FMS #2
89.6,6/25/2015,FINNSG1
88.8,6/25/2015,FINNSG3
78.29,6/25/2015,Amada Vipros 1 - Cell #1
31.62,6/25/2015,Amada FMS #2
78.98,6/25/2015,Amada FMS #1
91.2,6/25/2015,FINNSG3
92.7,6/25/2015,FINNSG2
89.9,6/25/2015,FINNSG2
89.02,6/25/2015,Salvagnini laser
90.2,6/25/2015,FINNSG3
85.4,6/25/2015,FINNSG5
85.4,6/25/2015,FINNSG3
62.05,6/25/2015,Amada FMS #1
87.1,6/25/2015,FINNSG4
83.3,6/25/2015,FINNSG2
88.2,6/25/2015,FINNSG1
81.45,6/25/2015,Amada Vipros 5 - Cell #3
71.35,6/25/2015,Salvagnini laser
84.5,6/25/2015,FINNSG2
66.01,6/25/2015,Amada Vipros 1 - Cell #1
84.9,6/25/2015,FINNSG2
46.79,6/25/2015,Salvagnini laser
86.7,6/25/2015,FINNSG5
84.7,6/25/2015,FINNSG1
85.5,6/25/2015,FINNSG5
84.3,6/25/2015,FINNSG4
89.9,6/25/2015,FINNSG3
70.79,6/25/2015,Amada Vipros 3 - Cell #2
64.64,6/25/2015,Amada Vipros 1 - Cell #1
87,6/25/2015,FINNSG4
83.8,6/25/2015,FINNSG2
83.2,6/25/2015,FINNSG3
77.9,6/25/2015,FINNSG5
78.86,6/25/2015,Amada FMS #1
88,6/25/2015,FINNSG3
87.9,6/25/2015,FINNSG5
43.19,6/25/2015,Amada Vipros 1 - Cell #1
84.7,6/25/2015,FINNSG4
38.58,6/25/2015,Amada Vipros 2 - Cell #1
75.34,6/25/2015,Amada FMS #1
82.7,6/25/2015,FINNSG5
88.6,6/25/2015,FINNSG3
90.8,6/25/2015,FINNSG3
87.5,6/25/2015,FINNSG2
87.9,6/25/2015,FINNSG1
92.2,6/25/2015,FINNSG3
82.8,6/25/2015,FINNSG4
83.1,6/25/2015,FINNSG5
87.8,6/25/2015,FINNSG2
87.4,6/25/2015,FINNSG3
41.61,6/25/2015,Amada FMS #1
89.9,6/25/2015,FINNSG3
90,6/25/2015,FINNSG2
88.4,6/25/2015,FINNSG5
91.7,6/25/2015,FINNSG3
68.45,6/25/2015,Amada Vipros 3 - Cell #2
73.31,6/25/2015,Amada Vipros 1 - Cell #1
86.4,6/25/2015,FINNSG4
88.4,6/25/2015,FINNSG3
87.2,6/25/2015,FINNSG5
89.1,6/25/2015,FINNSG3
87.2,6/25/2015,FINNSG4
75,6/25/2015,Salvagnini laser
92.7,6/25/2015,FINNSG4
83.2,6/25/2015,FINNSG3
88.4,6/25/2015,FINNSG4
91.7,6/25/2015,FINNSG3
91.1,6/25/2015,FINNSG1
81,6/25/2015,Amada Vipros 3 - Cell #2
90.1,6/25/2015,FINNSG1
91.4,6/25/2015,FINNSG3
87.8,6/25/2015,FINNSG1
85.96,6/25/2015,Amada Vipros 3 - Cell #2
83.8,6/25/2015,FINNSG3
85.5,6/25/2015,FINNSG1
92.2,6/25/2015,FINNSG4
81.97,6/25/2015,Amada Vipros 3 - Cell #2
83.5,6/25/2015,FINNSG2
91.9,6/25/2015,FINNSG1
82.9,6/25/2015,FINNSG3
86.8,6/25/2015,FINNSG3
93.2,6/25/2015,FINNSG4
81.15,6/25/2015,Salvagnini laser
78,6/25/2015,FINNSG2
75.5,6/25/2015,FINNSG3
70.8,6/25/2015,Amada Vipros 3 - Cell #2
75.5,6/25/2015,FINNSG3
94,6/25/2015,FINNSG4
75.1,6/25/2015,FINNSG2
80.61,6/25/2015,Amada Vipros 1 - Cell #1
83.3,6/25/2015,FINNSG3
73.31,6/25/2015,Amada FMS #1
94,6/25/2015,FINNSG4
93.1,6/25/2015,FINNSG1
85,6/25/2015,FINNSG2
93.2,6/25/2015,FINNSG4
78.5,6/25/2015,FINNSG3
91,6/25/2015,FINNSG2
88.1,6/25/2015,FINNSG1
92.4,6/25/2015,FINNSG4
86.6,6/25/2015,FINNSG3
67.14,6/25/2015,Amada Vipros 3 - Cell #2
84.4,6/25/2015,FINNSG2
91.5,6/25/2015,FINNSG1
93.4,6/25/2015,FINNSG4
64.68,6/25/2015,Amada Vipros 1 - Cell #1
81.15,6/25/2015,Salvagnini laser
67.6,6/25/2015,FINNSG2
81.2,6/25/2015,FINNSG3
86.6,6/25/2015,FINNSG1
76.64,6/25/2015,Amada Vipros 3 - Cell #2
91.2,6/25/2015,FINNSG4
86.9,6/25/2015,FINNSG2
74.39,6/25/2015,Salvagnini laser
86.7,6/25/2015,FINNSG2
92.2,6/25/2015,FINNSG4
86.4,6/25/2015,FINNSG3
87.7,6/25/2015,FINNSG5
77.5,6/25/2015,FINNSG3
79.8,6/25/2015,FINNSG2
52.46,6/25/2015,Salvagnini laser
69.29,6/25/2015,Amada Vipros 1 - Cell #1
77.5,6/25/2015,FINNSG3
91.6,6/25/2015,FINNSG3
80.8,6/25/2015,FINNSG1
91.6,6/25/2015,FINNSG3
87.7,6/25/2015,FINNSG2
72,6/25/2015,FINNSG3
86.5,6/25/2015,FINNSG1
87.7,6/25/2015,FINNSG5
58.93,6/25/2015,Amada Vipros 1 - Cell #1
68.28,6/25/2015,Amada FMS #2
87.1,6/25/2015,FINNSG2
90.3,6/25/2015,FINNSG4
83.8,6/25/2015,FINNSG3
86,6/25/2015,FINNSG5
88.6,6/25/2015,FINNSG2
81.4,6/25/2015,FINNSG1
71.3,6/25/2015,FINNSG5
89.4,6/25/2015,FINNSG4
117.06,6/25/2015,Salvagnini laser
63.2,6/25/2015,FINNSG5
85.6,6/25/2015,FINNSG3
84.9,6/25/2015,FINNSG4
83.3,6/25/2015,FINNSG3
81.4,6/25/2015,FINNSG5
76.14,6/25/2015,Amada Vipros 1 - Cell #1
91.4,6/25/2015,FINNSG3
90.5,6/25/2015,FINNSG3
70.73,6/25/2015,Amada Vipros 3 - Cell #2
87.2,6/25/2015,FINNSG2
86.1,6/25/2015,FINNSG1
67.5,6/25/2015,FINNSG5
89.7,6/25/2015,FINNSG3
88.9,6/25/2015,FINNSG3
90.2,6/25/2015,FINNSG2
69.87,6/25/2015,Amada Vipros 3 - Cell #2
87.9,6/25/2015,FINNSG1
83.3,6/25/2015,FINNSG5
80.7,6/25/2015,FINNSG3
37.4,6/25/2015,Amada Vipros 2 - Cell #1
81.23,6/25/2015,Amada FMS #2
65.54,6/25/2015,Amada FMS #2
81.75,6/25/2015,Amada Vipros 1 - Cell #1
80.7,6/25/2015,FINNSG3
90.5,6/25/2015,FINNSG4
113.7,6/25/2015,Salvagnini laser
91.3,6/25/2015,FINNSG1
66.27,6/25/2015,Amada Vipros 3 - Cell #2
90.9,6/25/2015,FINNSG2
91.7,6/25/2015,FINNSG2
82.37,6/25/2015,Amada FMS #2
79.36,6/25/2015,Amada FMS #2
87.7,6/25/2015,FINNSG1
86.7,6/25/2015,FINNSG2
92.3,6/25/2015,FINNSG4
75.5,6/25/2015,FINNSG3
89.4,6/25/2015,FINNSG2
91.9,6/25/2015,FINNSG2
72.21,6/25/2015,Amada Vipros 1 - Cell #1
88.7,6/25/2015,FINNSG2
84.2,6/25/2015,FINNSG3
91.5,6/25/2015,FINNSG4
143.94,6/25/2015,Salvagnini laser
85.69,6/25/2015,Amada Vipros 1 - Cell #1
81,6/25/2015,FINNSG4
90.2,6/25/2015,FINNSG2
89.4,6/25/2015,FINNSG2
83.4,6/25/2015,FINNSG5
72.53,6/25/2015,Amada Vipros 2 - Cell #1
89.6,6/25/2015,FINNSG4
91.1,6/25/2015,FINNSG2
83.4,6/25/2015,FINNSG5
67.95,6/25/2015,Amada Pulsar Laser  - Cell #1
76.59,6/25/2015,Amada FMS #2
74.21,6/25/2015,Amada FMS #2
76.76,6/25/2015,Amada FMS #2
90.2,6/25/2015,FINNSG4
80.94,6/25/2015,Amada Vipros 1 - Cell #1
61.49,6/25/2015,Amada FMS #2
91.8,6/25/2015,FINNSG2
91.4,6/25/2015,FINNSG2
77.89,6/25/2015,Amada Vipros 1 - Cell #1
62.17,6/25/2015,Amada FMS #2
61.69,6/25/2015,Amada FMS #1
92.3,6/25/2015,FINNSG2
83.54,6/25/2015,Amada Vipros 1 - Cell #1
79.3,6/25/2015,FINNSG1
88.4,6/25/2015,FINNSG2
67.12,6/25/2015,Salvagnini laser
52.61,6/25/2015,Amada FMS #2
6.17,6/25/2015,Salvagnini laser
91.7,6/25/2015,FINNSG2
74.21,6/25/2015,Amada Vipros 1 - Cell #1
66.19,6/25/2015,Amada Pulsar Laser  - Cell #1
85.5,6/25/2015,FINNSG1
91,6/25/2015,FINNSG4
90.6,6/25/2015,FINNSG2
77.08,6/25/2015,Amada FMS #1
88.3,6/25/2015,FINNSG4
91.9,6/25/2015,FINNSG2
66.22,6/25/2015,Amada Vipros 1 - Cell #1
48.88,6/25/2015,Amada FMS #2
91.5,6/25/2015,FINNSG4
90.2,6/25/2015,FINNSG2
76.88,6/25/2015,Amada Pulsar Laser  - Cell #1
78.2,6/25/2015,FINNSG1
90.6,6/25/2015,FINNSG2
62.49,6/25/2015,Amada Vipros 2 - Cell #1
76.88,6/25/2015,Amada Pulsar Laser  - Cell #1
53.4,6/25/2015,Amada Vipros 1 - Cell #1
90.4,6/25/2015,FINNSG4
92.3,6/25/2015,FINNSG2
75.77,6/25/2015,Amada FMS #1
76.98,6/25/2015,Amada Pulsar Laser  - Cell #1
88.3,6/25/2015,FINNSG2
83.4,6/25/2015,FINNSG5
70.72,6/25/2015,Amada Vipros 3 - Cell #2
76.95,6/25/2015,Amada Vipros 1 - Cell #1
83.9,6/25/2015,Amada Pulsar Laser  - Cell #1
74.8,6/25/2015,FINNSG3
79.41,6/25/2015,Amada Vipros 2 - Cell #1
90.5,6/25/2015,FINNSG2
84.95,6/25/2015,Salvagnini laser
70.17,6/25/2015,Amada FMS #1
81.8,6/25/2015,FINNSG1
86.2,6/25/2015,FINNSG5
89.7,6/25/2015,FINNSG2
91.1,6/25/2015,FINNSG4
76.57,6/25/2015,Amada Vipros 1 - Cell #1
87,6/25/2015,FINNSG5
74.8,6/25/2015,FINNSG3
35.83,6/25/2015,Amada FMS #2
68.78,6/25/2015,Amada Vipros 3 - Cell #2
66.44,6/25/2015,Amada FMS #1
74.43,6/25/2015,Amada Pulsar Laser  - Cell #1
92.3,6/25/2015,FINNSG2
42.71,6/25/2015,Salvagnini laser
80.5,6/25/2015,FINNSG5
91.8,6/25/2015,FINNSG4
80.1,6/25/2015,FINNSG3
72.53,6/25/2015,Amada Vipros 1 - Cell #1
91.4,6/25/2015,FINNSG2
88.3,6/25/2015,FINNSG4
89.1,6/25/2015,FINNSG4
84.6,6/25/2015,FINNSG3
87.8,6/25/2015,FINNSG2
75.39,6/25/2015,Amada FMS #1
86.23,6/25/2015,Amada FMS #2
74,6/25/2015,FINNSG3
78.49,6/25/2015,Amada Vipros 1 - Cell #1
89.2,6/25/2015,FINNSG2
80.8,6/25/2015,FINNSG1
62.81,6/25/2015,Amada Vipros 2 - Cell #1
76.75,6/25/2015,Amada FMS #1
65.47,6/25/2015,Amada Pulsar Laser  - Cell #1
72,6/25/2015,FINNSG3
89.8,6/25/2015,FINNSG2
61.53,6/25/2015,Amada Vipros 1 - Cell #1
64.39,6/25/2015,Amada Vipros 3 - Cell #2
28.75,6/25/2015,Amada FMS #2
84.45,6/25/2015,Salvagnini laser
60.54,6/25/2015,Amada Pulsar Laser  - Cell #1
64.82,6/25/2015,Amada FMS #1
85.7,6/25/2015,FINNSG1
88.9,6/25/2015,FINNSG2
89.5,6/25/2015,FINNSG5
33.58,6/25/2015,Amada Pulsar Laser  - Cell #1
86.6,6/25/2015,FINNSG4
89,6/25/2015,FINNSG2
63.56,6/25/2015,Amada FMS #2
89,6/25/2015,FINNSG3
82.6,6/25/2015,FINNSG1
89.6,6/25/2015,FINNSG4
88.7,6/25/2015,FINNSG2
71.96,6/25/2015,Amada FMS #1
56.58,6/25/2015,Amada Vipros 3 - Cell #2
86.1,6/25/2015,FINNSG5
67.63,6/25/2015,Amada Vipros 1 - Cell #1
81.4,6/25/2015,FINNSG3
90,6/25/2015,FINNSG4
83.1,6/25/2015,FINNSG1
41.11,6/25/2015,Amada Pulsar Laser  - Cell #1
83.9,6/25/2015,FINNSG3
89,6/25/2015,FINNSG2
50.53,6/25/2015,Amada Vipros 2 - Cell #1
82.6,6/25/2015,FINNSG3
82.8,6/25/2015,FINNSG1
85.2,6/25/2015,FINNSG3
64.29,6/25/2015,Amada Pulsar Laser  - Cell #1
85.3,6/25/2015,FINNSG5
73.12,6/25/2015,Amada FMS #2
87.9,6/25/2015,FINNSG2
65.28,6/25/2015,Amada Vipros 1 - Cell #1
87.9,6/25/2015,FINNSG1
86.6,6/25/2015,FINNSG5
84.8,6/25/2015,FINNSG3
49.81,6/25/2015,Amada FMS #2
71.44,6/25/2015,Amada FMS #1
66.36,6/25/2015,Salvagnini laser
85.5,6/25/2015,FINNSG4
70.22,6/25/2015,Amada Pulsar Laser  - Cell #1
89.6,6/25/2015,FINNSG2
88.2,6/25/2015,FINNSG2
82.2,6/25/2015,FINNSG3
76.5,6/25/2015,FINNSG1
87.8,6/25/2015,FINNSG5
87.6,6/25/2015,FINNSG2
61.25,6/25/2015,Amada Pulsar Laser  - Cell #1
70.9,6/25/2015,Amada Vipros 1 - Cell #1
80.3,6/25/2015,FINNSG2
84.2,6/25/2015,FINNSG1
80.71,6/25/2015,Amada FMS #1
85.4,6/25/2015,FINNSG3
75.3,6/25/2015,FINNSG2
84.7,6/25/2015,FINNSG3
24.91,6/25/2015,Amada FMS #2
82.9,6/25/2015,FINNSG2
91.7,6/25/2015,FINNSG4
90.7,6/25/2015,FINNSG4
83.1,6/25/2015,FINNSG2
72.8,6/25/2015,FINNSG2
75,6/25/2015,FINNSG1
78.34,6/25/2015,Amada FMS #1
61.13,6/25/2015,Salvagnini laser
53.37,6/25/2015,Amada Vipros 3 - Cell #2
81.3,6/25/2015,FINNSG3
80.26,6/25/2015,Amada Pulsar Laser  - Cell #1
79.4,6/25/2015,FINNSG2
87.6,6/25/2015,FINNSG3
40.52,6/25/2015,Salvagnini laser
74.9,6/25/2015,FINNSG5
86.7,6/25/2015,FINNSG1
92.8,6/25/2015,FINNSG4
79.18,6/25/2015,Amada FMS #1
87.2,6/25/2015,FINNSG4
81.4,6/25/2015,FINNSG3
76.6,6/25/2015,FINNSG5
79.7,6/25/2015,FINNSG1
36.86,6/25/2015,Amada FMS #2
78.7,6/25/2015,FINNSG2
70.1,6/25/2015,FINNSG5
65.15,6/25/2015,Amada Vipros 3 - Cell #2
87.4,6/25/2015,FINNSG3
80.58,6/25/2015,Amada FMS #1
88.5,6/25/2015,FINNSG2
87.2,6/25/2015,FINNSG4
75.2,6/25/2015,FINNSG1
83.2,6/25/2015,FINNSG3
69.9,6/25/2015,FINNSG5
85,6/25/2015,FINNSG4
13.28,6/25/2015,Amada Pulsar Laser  - Cell #1
82.6,6/25/2015,FINNSG2
47.43,6/25/2015,Amada FMS #2
82.7,6/25/2015,FINNSG3
47.99,6/25/2015,Salvagnini laser
92.8,6/25/2015,FINNSG1
76.5,6/25/2015,FINNSG3
71.46,6/25/2015,Salvagnini laser
87.5,6/25/2015,FINNSG4
70.1,6/25/2015,FINNSG5
82.9,6/25/2015,FINNSG2
88.2,6/25/2015,FINNSG1
29.87,6/25/2015,Amada FMS #2
81.7,6/25/2015,FINNSG2
90.6,6/25/2015,FINNSG3
77.79,6/25/2015,Salvagnini laser
82.4,6/25/2015,FINNSG5
14.1,6/25/2015,Amada Pulsar Laser  - Cell #1
92.8,6/25/2015,FINNSG1
90.8,6/25/2015,FINNSG3
88,6/25/2015,FINNSG4
85.9,6/25/2015,FINNSG1
82.8,6/25/2015,FINNSG2
91.6,6/25/2015,FINNSG3
51.24,6/25/2015,Amada Vipros 1 - Cell #1
90.2,6/25/2015,FINNSG4
71.53,6/25/2015,Amada Vipros 3 - Cell #2
42.46,6/25/2015,Amada FMS #2
82.7,6/25/2015,FINNSG2
81.8,6/25/2015,Amada FMS #1
90.9,6/25/2015,FINNSG2
59.21,6/25/2015,Amada FMS #2
76.86,6/25/2015,Amada Vipros 3 - Cell #2
81.87,6/25/2015,Amada FMS #1
90.2,6/25/2015,FINNSG2
79.64,6/25/2015,Salvagnini laser
85.3,6/25/2015,FINNSG1
87.7,6/25/2015,FINNSG4
69.66,6/25/2015,Amada Vipros 1 - Cell #1
92.2,6/25/2015,FINNSG3
88.5,6/25/2015,FINNSG3
72.17,6/25/2015,Amada Vipros 1 - Cell #1
82.2,6/25/2015,FINNSG2
88.9,6/25/2015,FINNSG4
84,6/25/2015,FINNSG1
26.24,6/25/2015,Salvagnini laser
88.7,6/25/2015,FINNSG5
90.9,6/25/2015,FINNSG3
88.3,6/25/2015,FINNSG4
66.5,6/25/2015,Amada FMS #2
88,6/25/2015,FINNSG2
85.4,6/25/2015,FINNSG5
87.1,6/25/2015,FINNSG1
91.2,6/26/2015,FINNSG3
80.01,6/26/2015,Amada FMS #1
87.7,6/26/2015,FINNSG1
54.68,6/26/2015,Amada Vipros 3 - Cell #2
84.7,6/26/2015,FINNSG5
92.3,6/26/2015,FINNSG2
15.59,6/26/2015,Amada Pulsar Laser  - Cell #1
86.6,6/26/2015,FINNSG1
88.1,6/26/2015,FINNSG4
87.8,6/26/2015,FINNSG5
89.9,6/26/2015,FINNSG5
57.44,6/26/2015,Amada Vipros 1 - Cell #1
90.3,6/26/2015,FINNSG3
88.2,6/26/2015,FINNSG4
79.8,6/26/2015,Amada FMS #1
91.36,6/26/2015,Salvagnini laser
86.2,6/26/2015,FINNSG1
87,6/26/2015,FINNSG3
62.79,6/26/2015,Amada Vipros 1 - Cell #1
88.5,6/26/2015,FINNSG5
66.47,6/26/2015,Amada Vipros 2 - Cell #1
62.9,6/26/2015,Amada Vipros 1 - Cell #1
88.1,6/26/2015,FINNSG4
69.64,6/26/2015,Amada FMS #1
84.1,6/26/2015,FINNSG3
89.4,6/26/2015,FINNSG2
82.8,6/26/2015,FINNSG3
86.1,6/26/2015,FINNSG5
91.1,6/26/2015,FINNSG4
87.9,6/26/2015,FINNSG5
38.98,6/26/2015,Salvagnini laser
80.9,6/26/2015,FINNSG1
87.2,6/26/2015,FINNSG4
77.51,6/26/2015,Amada Vipros 3 - Cell #2
90.4,6/26/2015,FINNSG5
92.9,6/26/2015,FINNSG2
70.61,6/26/2015,Amada Pulsar Laser  - Cell #1
91.1,6/26/2015,FINNSG3
86.6,6/26/2015,FINNSG5
16.46,6/26/2015,Salvagnini laser
89.3,6/26/2015,FINNSG3
69.42,6/26/2015,Amada Vipros 1 - Cell #1
77.6,6/26/2015,FINNSG3
85.6,6/26/2015,FINNSG4
91.6,6/26/2015,FINNSG5
91.3,6/26/2015,FINNSG2
90.1,6/26/2015,FINNSG4
88.6,6/26/2015,FINNSG5
88.5,6/26/2015,FINNSG1
81.8,6/26/2015,FINNSG3
5.84,6/26/2015,Salvagnini laser
88.6,6/26/2015,FINNSG4
67.55,6/26/2015,Amada FMS #1
69.64,6/26/2015,Amada Vipros 3 - Cell #2
89.1,6/26/2015,FINNSG4
88.3,6/26/2015,FINNSG4
89,6/26/2015,FINNSG2
81.7,6/26/2015,FINNSG3
86.8,6/26/2015,FINNSG4
78.6,6/26/2015,FINNSG1
72.33,6/26/2015,Amada Vipros 1 - Cell #1
86,6/26/2015,FINNSG5
73.9,6/26/2015,Amada Pulsar Laser  - Cell #1
45.87,6/26/2015,Salvagnini laser
89.6,6/26/2015,FINNSG2
88.9,6/26/2015,FINNSG4
77.5,6/26/2015,FINNSG3
86.6,6/26/2015,FINNSG5
75.9,6/26/2015,FINNSG3
89.8,6/26/2015,FINNSG2
80.7,6/26/2015,FINNSG1
76.93,6/26/2015,Amada Vipros 1 - Cell #1
71.13,6/26/2015,Amada Pulsar Laser  - Cell #1
61.54,6/26/2015,Amada Vipros 2 - Cell #1
84.5,6/26/2015,FINNSG5
87.4,6/26/2015,FINNSG4
85.5,6/26/2015,FINNSG3
88,6/26/2015,FINNSG4
89.6,6/26/2015,FINNSG5
85.8,6/26/2015,FINNSG2
85.5,6/26/2015,FINNSG1
78.62,6/26/2015,Amada FMS #1
92.5,6/26/2015,FINNSG4
80.04,6/26/2015,Amada Vipros 1 - Cell #1
89.5,6/26/2015,FINNSG5
72.75,6/26/2015,Amada Pulsar Laser  - Cell #1
78.5,6/26/2015,FINNSG3
87.9,6/26/2015,FINNSG5
87.4,6/26/2015,FINNSG3
67.26,6/26/2015,Amada Vipros 1 - Cell #1
85.4,6/26/2015,FINNSG5
76.81,6/26/2015,Amada FMS #1
75.7,6/26/2015,FINNSG1
47,6/26/2015,Amada Vipros 1 - Cell #1
86.1,6/26/2015,FINNSG4
86.1,6/26/2015,FINNSG3
87.8,6/26/2015,FINNSG2
92.1,6/26/2015,FINNSG1
49.78,6/26/2015,Amada Vipros 2 - Cell #1
89.3,6/26/2015,FINNSG5
89.4,6/26/2015,FINNSG4
85,6/26/2015,FINNSG2
74.6,6/26/2015,FINNSG3
90.9,6/26/2015,FINNSG4
49.28,6/26/2015,Amada Vipros 1 - Cell #1
71.75,6/26/2015,Amada FMS #1
71.7,6/26/2015,FINNSG3
89.2,6/26/2015,FINNSG2
85,6/26/2015,FINNSG5
33.93,6/26/2015,Amada Vipros 1 - Cell #1
32,6/26/2015,FINNSG2
51.78,6/26/2015,Amada Vipros 3 - Cell #2
84.3,6/26/2015,FINNSG3
77.6,6/26/2015,Amada Pulsar Laser  - Cell #1
89.3,6/26/2015,FINNSG4
65.38,6/26/2015,Amada Vipros 1 - Cell #1
88,6/26/2015,FINNSG2
27.2,6/26/2015,Amada Vipros 3 - Cell #2
81.4,6/26/2015,Amada FMS #1
24.89,6/26/2015,Amada Pulsar Laser  - Cell #1
89.1,6/26/2015,FINNSG1
85.6,6/26/2015,FINNSG5
